source_root,source_path,organized_path,media_type,extension,size_bytes,dimensions,duration_seconds,category,include_recommendation,quality_rating,target_page,target_section,notes,web_copy
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8063.JPG",,image,.jpg,13045572,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8063.NEF",,image,.nef,21671094,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8064.JPG",,image,.jpg,12273833,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8064.NEF",,image,.nef,21396372,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8065.JPG",,image,.jpg,12450778,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8065.NEF",,image,.nef,21479834,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8066.JPG",,image,.jpg,12225736,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8066.NEF",,image,.nef,21347656,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8067.JPG",,image,.jpg,12384856,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8067.NEF",,image,.nef,21467330,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8068.JPG",,image,.jpg,12420606,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8068.NEF",,image,.nef,21443794,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8069.JPG",,image,.jpg,12430944,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8069.NEF",,image,.nef,21499505,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8070.JPG",,image,.jpg,12436131,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8070.NEF",,image,.nef,21435022,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8071.JPG",,image,.jpg,12130076,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8071.NEF",,image,.nef,21273824,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8072.JPG",,image,.jpg,11328698,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8072.NEF",,image,.nef,20346941,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8073.JPG",,image,.jpg,11944841,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8073.NEF",,image,.nef,20700974,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8074.JPG",,image,.jpg,11956584,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8074.NEF",,image,.nef,20602632,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8075.JPG",,image,.jpg,11750430,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8075.NEF",,image,.nef,20363495,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8076.JPG",,image,.jpg,12020383,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8076.NEF",,image,.nef,20191262,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8077.JPG",,image,.jpg,11677480,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8077.NEF",,image,.nef,19999124,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8078.JPG",,image,.jpg,11999089,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8078.NEF",,image,.nef,20131059,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8079.JPG",,image,.jpg,11639883,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8079.NEF",,image,.nef,19773033,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8080.JPG",,image,.jpg,11873116,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8080.NEF",,image,.nef,19811208,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8081.JPG",,image,.jpg,12150669,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8081.NEF",,image,.nef,19828127,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8082.JPG",,image,.jpg,12236889,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8082.NEF",,image,.nef,19846769,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8083.JPG",,image,.jpg,12064570,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8083.NEF",,image,.nef,19673846,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8084.JPG",,image,.jpg,12361998,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8084.NEF",,image,.nef,20050596,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8085.JPG",,image,.jpg,12266481,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8085.NEF",,image,.nef,19942071,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8086.JPG",,image,.jpg,12535350,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8086.NEF",,image,.nef,20002621,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8087.JPG",,image,.jpg,12527963,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8087.NEF",,image,.nef,19984874,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8088.JPG",,image,.jpg,12950661,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8088.NEF",,image,.nef,20076883,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8089.JPG",,image,.jpg,13219948,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8089.NEF",,image,.nef,20248392,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8090.JPG",,image,.jpg,13094790,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8090.NEF",,image,.nef,20115453,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8091.JPG",,image,.jpg,12946663,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8091.NEF",,image,.nef,19948424,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8092.JPG",,image,.jpg,13094816,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8092.NEF",,image,.nef,20020684,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8093.JPG",,image,.jpg,13037979,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8093.NEF",,image,.nef,19997775,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8094.JPG",,image,.jpg,13062751,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8094.NEF",,image,.nef,19886740,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8095.JPG",,image,.jpg,13041291,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8095.NEF",,image,.nef,19947930,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8096.JPG",,image,.jpg,9370796,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8096.NEF",,image,.nef,18444958,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8097.JPG",,image,.jpg,9371088,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8097.NEF",,image,.nef,18325421,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8098.JPG",,image,.jpg,9349070,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8098.NEF",,image,.nef,18337291,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8099.JPG",,image,.jpg,9380263,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8099.NEF",,image,.nef,18233119,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8100.JPG",,image,.jpg,9036276,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8100.NEF",,image,.nef,18348695,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8101.JPG",,image,.jpg,8976310,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8101.NEF",,image,.nef,18234021,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8102.JPG",,image,.jpg,8926872,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8102.NEF",,image,.nef,18212590,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8103.JPG",,image,.jpg,9093859,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8103.NEF",,image,.nef,18314279,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8104.JPG",,image,.jpg,9598683,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8104.NEF",,image,.nef,18726533,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8105.JPG",,image,.jpg,9586548,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8106.JPG",,image,.jpg,11465699,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8107.JPG",,image,.jpg,11225768,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8107.NEF",,image,.nef,21541955,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8108.JPG",,image,.jpg,10972142,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8108.NEF",,image,.nef,21527885,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8109.JPG",,image,.jpg,10945831,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8109.NEF",,image,.nef,21441929,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8110.JPG",,image,.jpg,11554795,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8110.NEF",,image,.nef,21504833,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8111.NEF",,image,.nef,21492845,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8112.JPG",,image,.jpg,9342731,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8112.NEF",,image,.nef,21005030,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8113.JPG",,image,.jpg,9392474,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8113.NEF",,image,.nef,20967006,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8114.JPG",,image,.jpg,9533594,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8114.NEF",,image,.nef,21588464,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8115.JPG",,image,.jpg,9491097,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8115.NEF",,image,.nef,21524619,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8116.JPG",,image,.jpg,9487999,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8116.NEF",,image,.nef,21550810,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8120.JPG",,image,.jpg,12988501,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8120.NEF",,image,.nef,22332874,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8121.JPG",,image,.jpg,12832762,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8121.NEF",,image,.nef,22088719,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8122.JPG",,image,.jpg,14286449,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8122.NEF",,image,.nef,22980794,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8123.JPG",,image,.jpg,14219676,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8123.NEF",,image,.nef,22806362,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8124.JPG",,image,.jpg,14522941,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8124.NEF",,image,.nef,22923965,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8125.JPG",,image,.jpg,14563454,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8125.NEF",,image,.nef,22862332,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8126.JPG",,image,.jpg,13471550,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8126.NEF",,image,.nef,22601828,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8127.JPG",,image,.jpg,13878887,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8127.NEF",,image,.nef,20896071,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8128.JPG",,image,.jpg,12477513,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8128.NEF",,image,.nef,21332700,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8129.JPG",,image,.jpg,13267697,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8129.NEF",,image,.nef,22996766,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8130.JPG",,image,.jpg,13102372,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8130.NEF",,image,.nef,22943738,,,RAW photo source,Archive,Unknown,Archive,Edit source,RAW file; use paired JPG first.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Camera 1\MMZ_8131.JPG",,image,.jpg,13209307,6048x4024,,Unclassified image,Review-needed,Unknown,Review,Possible supporting media,No reliable folder signal; review manually.,
